,Unnamed: 0,Number.of.Bags,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters
172,172,200,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,0,0.0,3,1400.0,1400.0,1400.0
173,173,304,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0.0,0,0.0,1,1750.7133150586112,1799.3477749323713,1775.0305449954915
174,174,275,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0.0,0,0.0,3,1600.0,1950.0,1775.0
175,175,2,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,0,0.0,0,1200.0,1200.0,1200.0
176,176,5,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,0,0.0,1,1750.7133150586112,1799.3477749323713,1775.0305449954915
177,177,69,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,2,0.0,4,900.0,900.0,900.0
178,178,360,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,0.2,0,0.0,2,1750.7133150586112,1799.3477749323713,1775.0305449954915
179,179,150,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,0,0.0,4,1800.0,1800.0,1800.0
180,180,275,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,0,0.0,3,1500.0,1500.0,1500.0
181,181,275,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,0.0,0,3.0,5,1750.7133150586112,1799.3477749323713,1775.0305449954915
182,182,275,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,0,1.0,2,1500.0,1500.0,1500.0
183,183,275,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.83,84.33,0.0,0,2.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
184,184,250,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,6,0.0,0,442.0,442.0,442.0
185,185,275,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0.0,0,0.0,0,1800.0,1800.0,1800.0
186,186,100,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,0.12,0,0.0,1,1700.0,1700.0,1700.0
187,187,75,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.0,0,0.0,4,1200.0,1350.0,1275.0
188,188,80,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,0,0.0,2,900.0,1200.0,1050.0
189,189,1,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0.0,0,0.0,1,1097.28,1889.76,1493.52
190,190,250,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,1,0.0,1,1341.12,1432.56,1386.84
191,191,10,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,0,0.0,0,1000.0,1000.0,1000.0
192,192,20,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,0,0.0,0,1200.0,1200.0,1200.0
193,193,275,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,2,2560.0,2560.0,2560.0
194,194,230,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,0,4.0,4,1500.0,1500.0,1500.0
195,195,275,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,1,1099.4136,1099.4136,1099.4136
196,196,3,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,1,1400.0,1400.0,1400.0
197,197,275,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,3,1600.0,1950.0,1775.0
198,198,248,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,0.12,4,0.0,2,1600.0,1950.0,1775.0
199,199,275,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,0,1800.0,1800.0,1800.0
200,200,250,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.12,3,0.0,0,442.0,442.0,442.0
201,201,10,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,7,1620.0,1620.0,1620.0
202,202,65,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,2,1600.0,1600.0,1600.0
203,203,250,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,1,1219.2,1219.2,1219.2
204,204,250,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,2,1700.0,1700.0,1700.0
205,205,7,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25,0.11,1,0.0,1,1750.7133150586112,1799.3477749323713,1775.0305449954915
206,206,10,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,1,1450.0,1450.0,1450.0
207,207,20,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,0,1170.0,1170.0,1170.0
208,208,250,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,4,1400.0,1400.0,1400.0
209,209,1,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,0.13,4,0.0,29,1700.0,1700.0,1700.0
210,210,50,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17,0.13,0,0.0,1,1700.0,1700.0,1700.0
211,211,250,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.0,0,0.0,2,1750.7133150586112,1799.3477749323713,1775.0305449954915
212,212,150,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,0,0.0,2,1700.0,1700.0,1700.0
213,213,275,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17,0.11,0,0.0,6,1116.7872,1116.7872,1116.7872
214,214,377,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17,0.1,0,1.0,10,1565.0,1565.0,1565.0
215,215,130,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17,0.1,0,0.0,2,3280.0,3280.0,3280.0
216,216,275,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17,0.0,0,0.0,0,1600.0,1950.0,1775.0
217,217,275,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17,0.12,0,0.0,0,900.0,1100.0,1000.0
218,218,305,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,84.17,0.0,0,0.0,16,1150.0,1150.0,1150.0
219,219,320,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17,0.0,0,0.0,0,1850.0,1850.0,1850.0
220,220,320,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.1,0,0.0,5,1545.0,1668.0,1606.5
221,221,10,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,0,0.0,0,1400.0,1400.0,1400.0
222,222,250,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17,0.12,0,0.0,4,1530.0,1530.0,1530.0
223,223,275,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.17,0.11,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
224,224,300,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.08,0,0.0,0,1.0,500.0,250.5
225,225,1,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,3,894.0,1183.0,1038.5
226,226,250,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,84.17,0.11,0,0.0,4,1310.64,1310.64,1310.64
227,227,275,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17,0.11,0,0.0,2,1500.0,1500.0,1500.0
228,228,250,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17,0.0,0,0.0,2,1750.0,1750.0,1750.0
229,229,275,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,2,1750.7133150586112,1799.3477749323713,1775.0305449954915
230,230,320,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,1,1500.0,1700.0,1600.0
231,231,2,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13,0.12,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
232,232,275,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,84.08,0.0,1,3.0,3,442.0,442.0,442.0
233,233,10,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08,0.1,0,0.0,4,968.0,968.0,968.0
234,234,50,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,84.08,0.1,0,0.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
235,235,200,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,84.08,0.0,0,0.0,2,1600.0,1950.0,1775.0
236,236,1,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,84.08,0.1,0,0.0,10,1550.0,1550.0,1550.0
237,237,14,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08,0.11,1,0.0,9,1750.7133150586112,1799.3477749323713,1775.0305449954915
238,238,300,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,84.08,0.11,1,0.0,10,1480.0,1480.0,1480.0
239,239,100,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,84.08,0.09,0,0.0,15,1800.0,1800.0,1800.0
240,240,275,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,84.0,0.08,1,2.0,13,1750.7133150586112,1799.3477749323713,1775.0305449954915
241,241,320,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.0,0.11,3,11.0,1,1800.0,1800.0,1800.0
242,242,275,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0,0.1,0,0.0,5,1500.0,1500.0,1500.0
243,243,275,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,84.0,0.12,0,0.0,7,1658.112,1755.648,1706.88
244,244,250,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.0,0.11,2,0.0,7,1600.0,1600.0,1600.0
245,245,250,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,84.0,0.1,0,0.0,1,1219.2,1219.2,1219.2
246,246,250,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.0,0.1,0,0.0,0,1219.2,1219.2,1219.2
247,247,250,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.0,0.12,0,0.0,0,1480.0,1480.0,1480.0
248,248,250,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0,0.12,0,0.0,0,1450.0,1450.0,1450.0
249,249,138,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.0,0.12,0,0.0,3,1600.0,1950.0,1775.0
250,250,50,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,84.0,0.09,4,0.0,40,1550.0,1550.0,1550.0
251,251,320,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0,0.1,0,0.0,0,1260.0,1260.0,1260.0
252,252,270,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0,0.11,0,0.0,1,1700.0,1700.0,1700.0
253,253,300,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.0,0.0,0,0.0,2,1200.0,1200.0,1200.0
254,254,2,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0,0.12,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
255,255,150,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.0,0.0,0,0.0,0,1650.0,1650.0,1650.0
256,256,320,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.0,0.1,10,0.0,26,1700.0,1700.0,1700.0
257,257,1,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,84.0,0.06,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
258,258,320,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,83.92,0.0,0,0.0,3,890.0,890.0,890.0
259,259,200,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,83.92,0.11,0,0.0,5,1300.0,1300.0,1300.0
260,260,45,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92,0.1,0,0.0,1,1350.0,1350.0,1350.0
261,261,320,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,83.92,0.11,0,2.0,7,934.0,934.0,934.0
262,262,20,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,83.92,0.11,0,0.0,3,1200.0,1200.0,1200.0
263,263,250,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,83.92,0.11,1,0.0,2,442.0,442.0,442.0
264,264,226,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,7.58,83.92,0.0,1,3.0,5,1750.7133150586112,1799.3477749323713,1775.0305449954915
265,265,1,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,0.0,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
266,266,275,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.92,0.0,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
267,267,275,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,83.92,0.0,1,0.0,1,1750.7133150586112,1799.3477749323713,1775.0305449954915
268,268,275,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92,0.0,0,0.0,1,1600.0,1950.0,1775.0
269,269,10,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,83.92,0.06,0,0.0,0,950.0,950.0,950.0
270,270,250,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92,0.12,0,0.0,3,1550.0,1550.0,1550.0
271,271,48,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,83.92,0.12,10,0.0,32,900.0,900.0,900.0
272,272,250,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,83.92,0.11,0,0.0,2,1500.0,1500.0,1500.0
273,273,20,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92,0.0,0,0.0,2,1400.0,1400.0,1400.0
274,274,275,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.83,0.0,1,0.0,6,2527.0,2527.0,2527.0
275,275,275,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83,0.0,1,2.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
276,276,275,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83,0.0,0,0.0,0,1850.0,1850.0,1850.0
277,277,100,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,83.83,0.11,0,7.0,6,1500.0,1500.0,1500.0
278,278,167,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.83,0.0,0,0.0,0,1200.0,1200.0,1200.0
279,279,320,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,8.0,83.83,0.0,0,0.0,0,1.0,1.0,1.0
280,280,8,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,83.83,0.0,0,0.0,1,480.0,570.0,525.0
281,281,320,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.83,0.12,0,0.0,4,1650.0,1703.0,1676.5
282,282,300,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83,0.0,0,0.0,1,1200.0,1200.0,1200.0
283,283,250,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83,0.1,0,0.0,3,1200.0,1400.0,1300.0
284,284,250,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,7.75,83.83,0.1,0,0.0,1,1219.2,1219.2,1219.2
285,285,320,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83,0.1,0,0.0,0,1260.0,1260.0,1260.0
286,286,1,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,7.67,83.83,0.09,0,0.0,0,800.0,800.0,800.0
287,287,250,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83,0.11,0,0.0,1,1750.0,1750.0,1750.0
288,288,250,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,83.83,0.11,0,0.0,3,1310.64,1310.64,1310.64
289,289,20,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,7.92,83.83,0.1,0,0.0,2,1218.0,1218.0,1218.0
290,290,250,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.83,83.83,0.11,0,0.0,4,1300.0,1300.0,1300.0
291,291,300,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83,0.12,0,0.0,3,1250.0,1250.0,1250.0
292,292,175,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,7.5,83.83,0.02,0,0.0,2,1499.9208,1499.9208,1499.9208
293,293,1,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83,0.01,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
294,294,300,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,7.5,83.83,0.1,0,0.0,3,1750.7133150586112,1799.3477749323713,1775.0305449954915
295,295,200,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75,0.11,0,0.0,2,1800.0,1800.0,1800.0
296,296,320,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.11,0,0.0,5,890.0,890.0,890.0
297,297,275,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75,0.11,0,0.0,1,442.0,442.0,442.0
298,298,10,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75,0.0,0,0.0,0,750.0,750.0,750.0
299,299,275,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75,0.0,1,0.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
300,300,3,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75,0.1,0,1.0,2,1650.0,1650.0,1650.0
301,301,250,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75,0.0,0,0.0,0,442.0,442.0,442.0
302,302,320,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75,0.12,0,0.0,0,1400.0,1400.0,1400.0
303,303,18,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75,0.12,0,0.0,1,853.44,853.44,853.44
304,304,100,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75,0.0,0,0.0,5,1600.0,1950.0,1775.0
305,305,250,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75,0.0,0,0.0,3,1500.0,1600.0,1550.0
306,306,250,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.0,0,0.0,1,1750.0,1750.0,1750.0
307,307,275,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75,0.11,0,0.0,3,1750.0,1750.0,1750.0
308,308,12,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75,0.0,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
309,309,10,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,83.75,0.13,5,0.0,5,700.0,700.0,700.0
310,310,250,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75,0.11,0,0.0,1,1300.0,1300.0,1300.0
311,311,275,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,83.75,0.1,0,0.0,1,1600.0,1600.0,1600.0
312,312,250,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75,0.06,0,0.0,1,1600.0,1600.0,1600.0
313,313,4,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,83.75,0.0,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
314,314,320,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67,0.11,0,0.0,2,890.0,890.0,890.0
315,315,200,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67,0.11,0,0.0,0,1700.0,1700.0,1700.0
316,316,285,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,0.1,0,0.0,2,1400.0,1400.0,1400.0
317,317,275,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.67,0.1,0,0.0,3,1250.0,1250.0,1250.0
318,318,320,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67,0.11,0,2.0,3,934.0,934.0,934.0
319,319,20,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67,0.1,0,0.0,0,1200.0,1200.0,1200.0
320,320,275,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,83.67,0.11,0,0.0,1,1350.0,1350.0,1350.0
321,321,1,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67,0.12,0,0.0,0,800.0,800.0,800.0
322,322,100,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.11,0,0.0,4,1550.0,1700.0,1625.0
323,323,275,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,83.67,0.1,0,0.0,0,1356.6648,1356.6648,1356.6648
324,324,250,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67,0.0,0,0.0,3,1750.0,1750.0,1750.0
325,325,250,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67,0.0,0,0.0,1,1800.0,2000.0,1900.0
326,326,250,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67,0.12,1,0.0,3,1310.64,1310.64,1310.64
327,327,250,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67,0.11,0,0.0,2,1310.64,1310.64,1310.64
328,328,250,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67,0.11,0,0.0,1,1750.0,1750.0,1750.0
329,329,250,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67,0.11,0,0.0,1,1450.0,1450.0,1450.0
330,330,250,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67,0.11,0,0.0,13,1310.64,1310.64,1310.64
331,331,48,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67,0.12,4,0.0,11,1100.0,1100.0,1100.0
332,332,10,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,0.12,0,0.0,0,1200.0,1600.0,1400.0
333,333,250,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.1,0,0.0,0,1524.0,1524.0,1524.0
334,334,3,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67,0.0,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
335,335,320,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,0.11,0,0.0,5,890.0,890.0,890.0
336,336,275,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58,0.11,0,1.0,0,1128.3696,1128.3696,1128.3696
337,337,275,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.11,0,0.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
338,338,3,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.1,0,1.0,4,1100.0,1100.0,1100.0
339,339,275,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58,0.12,0,0.0,3,1600.0,1950.0,1775.0
340,340,275,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.12,1,0.0,13,1200.0,1200.0,1200.0
341,341,250,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.0,0,0.0,7,1700.0,2000.0,1850.0
342,342,100,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.12,0,0.0,5,1800.0,1800.0,1800.0
343,343,250,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,0.0,0,0.0,0,1600.0,1600.0,1600.0
344,344,250,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58,0.12,0,0.0,1,1550.0,1550.0,1550.0
345,345,250,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58,0.0,0,0.0,0,1550.0,1550.0,1550.0
346,346,10,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,0.11,0,0.0,0,1000.0,1000.0,1000.0
347,347,275,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,0.11,0,0.0,3,1600.0,1950.0,1775.0
